
Name                            SizeKB DirectoryName                           
Effect_EldenRing_1_040.png         5.1 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_EldenRing_1_039.png         5.1 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_DitheredFire_1_048.png      5.1 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_EldenRing_1_038.png         5.1 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_DitheredFire_1_003.png      5.1 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_DitheredFire_1_002.png      5.1 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_DitheredFire_1_000.png      5.1 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_EldenRing_1_044.png         5.1 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_DitheredFire_1_004.png      5.1 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_DitheredFire_1_049.png      5.1 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_EldenRing_1_006.png         5.1 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_DitheredFire_1_030.png      5.1 D:\CocosProjects\XianZhengYiGeYi\asse...
像素-震动.png                          5.1 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_EldenRing_1_000.png         5.1 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_DitheredFire_1_024.png      5.1 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_DitheredFire_1_056.png      5.1 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_DitheredFire_1_029.png      5.1 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_DitheredFire_1_008.png      5.1 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_EldenRing_1_036.png         5.1 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_EldenRing_1_035.png         5.1 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_DitheredFire_1_009.png      5.1 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_DitheredFire_1_046.png      5.1 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_EldenRing_1_056.png           5 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_EldenRing_1_055.png           5 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_DitheredFire_1_001.png        5 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_DitheredFire_1_039.png        5 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_DitheredFire_1_014.png        5 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_DitheredFire_1_007.png        5 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_EldenRing_1_045.png           5 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_EldenRing_1_037.png           5 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_EldenRing_1_043.png           5 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_EldenRing_1_003.png           5 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_EldenRing_1_053.png           5 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_EldenRing_1_002.png           5 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_EldenRing_1_046.png         4.9 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_DitheredFire_1_015.png      4.9 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_EldenRing_1_051.png         4.9 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_EldenRing_1_050.png         4.9 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_EldenRing_1_054.png         4.9 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_EldenRing_1_052.png         4.9 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_EldenRing_1_047.png         4.8 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_EldenRing_1_048.png         4.8 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_EldenRing_1_049.png         4.8 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_DitheredFire_1_006.png      4.8 D:\CocosProjects\XianZhengYiGeYi\asse...
点击.mp3                             4.7 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0005.png                      4.2 D:\CocosProjects\XianZhengYiGeYi\asse...
像素-音效.png                          4.1 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0004.png                        4 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0005.png                        4 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0002.png                        4 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0008.png                      3.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0006.png                      3.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0008.png                      3.8 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0007.png                      3.8 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0009.png                      3.8 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0004.png                      3.8 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0010.png                      3.7 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0009.png                      3.7 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0006.png                      3.7 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0007.png                      3.7 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0008.png                      3.6 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0009.png                      3.6 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0020.png                      3.6 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0007.png                      3.6 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0010.png                      3.6 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0001.png                      3.6 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0015.png                      3.5 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0023.png                      3.5 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0021.png                      3.5 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0003.png                      3.5 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0018.png                      3.5 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0014.png                      3.5 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0013.png                      3.5 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0012.png                      3.5 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0014.png                      3.5 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0011.png                      3.5 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0010.png                      3.5 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0012.png                      3.5 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0014.png                      3.4 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0017.png                      3.4 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0024.png                      3.4 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0013.png                      3.4 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0004.png                      3.4 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0011.png                      3.4 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0006.png                      3.4 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0011.png                      3.4 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0019.png                      3.3 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0005.png                      3.3 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0003.png                      3.2 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0022.png                      3.2 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0012.png                      3.2 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0013.png                      3.2 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0016.png                      3.2 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_055.png    3.1 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0003.png                      3.1 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_025.png      3 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_056.png      3 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0025.png                        3 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_053.png      3 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0011.png                        3 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_024.png      3 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_022.png    2.9 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_054.png    2.9 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_052.png    2.9 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_026.png    2.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0012.png                      2.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0013.png                      2.9 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_023.png    2.9 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_057.png    2.8 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_000.png    2.8 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0003.png                      2.8 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_058.png    2.8 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0004.png                      2.8 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_021.png    2.8 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_028.png    2.7 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_059.png    2.7 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_027.png    2.7 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0010.png                      2.7 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0009.png                      2.7 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_029.png    2.7 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_001.png    2.7 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0010.png                      2.7 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_032.png    2.7 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0014.png                      2.7 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_051.png    2.7 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_002.png    2.7 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0009.png                      2.6 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0016.png                      2.6 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0015.png                      2.6 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_031.png    2.6 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_020.png    2.6 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_034.png    2.6 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_033.png    2.6 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_050.png    2.6 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_030.png    2.6 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_005.png    2.6 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_004.png    2.6 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0008.png                      2.5 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0017.png                      2.5 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0008.png                      2.5 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_003.png    2.5 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_006.png    2.5 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_044.png    2.5 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_035.png    2.5 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_019.png    2.5 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_016.png    2.4 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_048.png    2.4 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0018.png                      2.4 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_017.png    2.4 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_015.png    2.4 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_045.png    2.4 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_036.png    2.4 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0002.png                      2.4 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0018.png                      2.4 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0011.png                      2.4 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0019.png                      2.4 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_049.png    2.4 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_046.png    2.4 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_047.png    2.4 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0017.png                      2.4 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_038.png    2.3 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_037.png    2.3 D:\CocosProjects\XianZhengYiGeYi\asse...
滴.mp3                              2.3 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_014.png    2.3 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0005.png                      2.3 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_018.png    2.3 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_008.png    2.3 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_007.png    2.3 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_043.png    2.2 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0021.png                      2.2 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0027.png                      2.2 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0007.png                      2.2 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_012.png    2.1 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0020.png                      2.1 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0028.png                      2.1 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_013.png    2.1 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0002.png                      2.1 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0006.png                      2.1 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_042.png    2.1 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_009.png    2.1 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_039.png    2.1 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0016.png                      2.1 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0006.png                      2.1 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0019.png                      2.1 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0015.png                      2.1 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_011.png      2 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_010.png      2 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_040.png      2 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0007.png                        2 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0003.png                        2 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0023.png                        2 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0024.png                        2 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0005.png                        2 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0016.png                      1.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0025.png                      1.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0004.png                      1.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0005.png                      1.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0024.png                      1.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0022.png                      1.9 D:\CocosProjects\XianZhengYiGeYi\asse...
Effect_ElectricShield_1_041.png    1.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0012.png                      1.8 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0025.png                      1.8 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0023.png                      1.8 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0006.png                      1.8 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0017.png                      1.8 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0026.png                      1.8 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0013.png                      1.8 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0014.png                      1.8 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0002.png                      1.7 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0001.png                      1.7 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0026.png                      1.7 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0026.png                      1.6 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0027.png                      1.6 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0003.png                      1.6 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0016.png                      1.6 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0004.png                      1.5 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0015.png                      1.5 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0022.png                      1.5 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0002.png                      1.5 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0020.png                      1.5 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0028.png                      1.5 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0021.png                      1.4 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0017.png                      1.4 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0029.png                      1.4 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0002.png                      1.3 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0030.png                      1.2 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0030.png                      1.2 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0027.png                      1.2 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0032.png                      1.2 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0027.png                      1.2 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0031.png                      1.2 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0015.png                      1.2 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0026.png                      1.1 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0029.png                      1.1 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0028.png                      1.1 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0031.png                      1.1 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0025.png                      1.1 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0033.png                        1 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0001.png                        1 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0008.png                        1 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0000.png                        1 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0024.png                        1 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0032.png                        1 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0033.png                        1 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0001.png                        1 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0048.png                      0.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0023.png                      0.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0022.png                      0.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0021.png                      0.9 D:\CocosProjects\XianZhengYiGeYi\asse...
Window.png                         0.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0035.png                      0.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0034.png                      0.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0001.png                      0.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0016.png                      0.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0015.png                      0.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0014.png                      0.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0017.png                      0.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0020.png                      0.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0049.png                      0.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0018.png                      0.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0044.png                      0.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0043.png                      0.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0042.png                      0.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0045.png                      0.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0050.png                      0.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0051.png                      0.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0046.png                      0.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0001.png                      0.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0037.png                      0.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0036.png                      0.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0038.png                      0.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0041.png                      0.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0040.png                      0.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0039.png                      0.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0009.png                      0.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0012.png                      0.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0007.png                      0.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0013.png                      0.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0019.png                      0.9 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0010.png                      0.8 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0011.png                      0.8 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0000.png                      0.8 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0006.png                      0.8 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0005.png                      0.8 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0034.png                      0.8 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0053.png                      0.8 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0052.png                      0.8 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0007.png                      0.8 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0028.png                      0.8 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0047.png                      0.8 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0004.png                      0.7 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0000.png                      0.7 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0000.png                      0.7 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0054.png                      0.7 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0055.png                      0.7 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0011.png                      0.6 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0007.png                      0.6 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0008.png                      0.6 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0035.png                      0.6 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0006.png                      0.6 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0000.png                      0.6 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0014.png                      0.6 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0015.png                      0.6 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0012.png                      0.6 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0013.png                      0.6 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0056.png                      0.6 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0004.png                      0.6 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0057.png                      0.5 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0005.png                      0.5 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0036.png                      0.5 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0003.png                      0.5 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0010.png                      0.5 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0009.png                      0.5 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0003.png                      0.5 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0016.png                      0.5 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0002.png                      0.4 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0000.png                      0.4 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0017.png                      0.4 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0058.png                      0.4 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0029.png                      0.4 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0002.png                      0.4 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0001.png                      0.3 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0018.png                      0.3 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0059.png                      0.3 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0037.png                      0.3 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0030.png                      0.2 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0001.png                      0.2 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0019.png                      0.2 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0038.png                      0.2 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0000.png                      0.2 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0020.png                      0.2 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0000.png                      0.1 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0039.png                      0.1 D:\CocosProjects\XianZhengYiGeYi\asse...
frame0021.png                      0.1 D:\CocosProjects\XianZhengYiGeYi\asse...


